x;time;ram
3401000;40850100;322577696
3411000;44506200;324461752
3421000;156300400;344279920
3431000;153685100;323179144
3441000;41325799;326206960
3451000;46337900;325986920
3461000;161656700;360147112
3471000;41409599;364076888
3481000;151924300;320657024
3491000;45097999;326167872
3501000;41480301;386700280
3511000;161249799;315819864
3521000;44557501;331120064
3531000;42476100;334121280
3541000;158960401;318548664
3551000;39224499;332740144
3561000;156180101;318514128
3571000;43039901;331893616
3581000;40733400;335522144
3591000;154877300;322995496
3601000;43625399;334323288
3611000;43486000;336542464
3621000;159052401;322183208
3631000;40457601;335813392
3641000;41729200;337562840
3651000;153764200;323443504
3661000;41234900;337773288
3671000;148356100;325332816
3681000;173549400;326874376
3691000;41899700;339247432
3701000;162099700;324898728
3711000;39892300;339165096
3721000;164977000;328130528
3731000;157574800;329256400
3741000;41519000;340185432
3751000;159231900;334444712
3761000;42488700;345718160
3771000;160138700;329464728
3781000;163572400;330856944
3791000;42437800;342448520
3801000;162272900;330691400
3811000;162094000;337163360
3821000;42486700;348108688
3831000;158655400;332842144
3841000;159970500;334108272
3851000;163560900;336835808
3861000;163445000;339082128
3871000;39628900;352281768
3881000;167132200;337550000
3891000;160763300;339774472
3901000;163114900;337672312
3911000;169212000;351179952
3921000;43096200;362271056
3931000;165307400;345093928
3941000;168261300;342282248
3951000;164154700;342036384
3961000;170150600;354284760
3971000;44632900;364987720
3981000;161583100;346775896
3991000;162087700;345624760
4001000;167915700;347291312
4011000;173587300;363593048
4021000;42099300;376657344
4031000;166768500;351844984
4041000;163131400;349671752
4051000;171615500;352534648
4061000;169972700;366542648
4071000;172526100;368377008
4081000;43965100;363008912
4091000;174203600;351763944
4101000;169825800;387777344
4111000;39645500;424903480
4121000;165946800;388090024
4131000;39615700;385399568
4141000;41197900;387207352
4151000;168983700;370092216
4161000;40741400;384494584
4171000;41780500;388167672
4181000;174677700;373434376
4191000;44182300;472928960
4201000;39607800;478049360
4211000;49183500;468647760
4221000;52890100;469896400
4231000;51645400;470219264
4241000;41000000;509104032
4251000;47413900;508169024
4261000;48699800;477959016
4271000;50626400;472742376
4281000;50064000;471951496
4291000;51341700;473878960
4301000;41423800;514226808
4311000;40381300;510089648
4321000;41510200;431167976
4331000;45165200;436150504
4341000;45007600;434436504
4351000;44498100;540186824
4361000;49666400;507429304
4371000;43870500;433842728
4381000;48823200;444312152
4391000;42960700;529534576
4401000;39602900;537791992
4411000;42024300;434585992
4421000;45223200;443058184
4431000;46556900;440441304
4441000;41668200;531544688
4451000;45870500;538732384
4461000;39614800;437420264
4471000;46918200;446068112
4481000;47079800;442072608
4491000;46733500;444737184
4501000;43897800;535006928
4511000;42203100;541326472
4521000;40088200;442163208
4531000;49171700;448098416
4541000;40591600;547894912
4551000;41759200;546631568
4561000;40711900;442261928
4571000;45487200;450783248
4581000;44317700;446548608
4591000;42695200;553623176
4601000;44883000;548232112
4611000;40497500;447488952
4621000;48515900;456712232
4631000;46400600;451887760
4641000;42704100;556330136
4651000;43573600;549832624
4661000;40609400;447910344
4671000;46318500;455655976
4681000;45737400;454823576
4691000;41753900;558544544
4701000;43936400;555459696
4711000;39919100;453255120
4721000;45924200;461669944
4731000;47849600;457790112
4741000;45928400;456795392
4751000;45290500;562093320
4761000;42504300;556038152
4771000;39967100;456516152
4781000;45839600;465259176
4791000;45664300;459854096
4801000;47282000;461382008
4811000;40539100;566058880
4821000;41322700;568696152
4831000;48217500;476004368
4841000;41535300;451133440
4851000;39659600;457147240
4861000;42995900;562950016
4871000;41670500;561570424
4881000;50559100;479032768
4891000;46019700;469008024
4901000;45914000;466172408
4911000;48234300;467795032
4921000;41743400;571688944
4931000;42560400;576579400
4941000;48512200;482191688
4951000;45128500;469215744
4961000;43758600;464340512
4971000;40648800;607806544
4981000;50834300;541425368
4991000;40391100;462865192
