x;time;ram
4480000;2147483647;451994536
4490000;2147483647;448918896
4500000;2147483647;451965520
4510000;2147483647;453214960
4520000;2147483647;453234808
4530000;2147483647;457081616
4540000;2147483647;457382432
4550000;2147483647;459595648
4560000;2147483647;462133872
4570000;2147483647;461302984
4580000;2147483647;397628584
4590000;2147483647;398125720
4600000;2147483647;460071280
4610000;2147483647;399438592
4620000;2147483647;461449504
4630000;2147483647;460728432
4640000;2147483647;461740640
4650000;2147483647;462756488
4660000;2147483647;461859840
4670000;2147483647;462232416
4680000;2147483647;460225240
4690000;2147483647;467374808
4700000;2147483647;463045552
4710000;2147483647;469649568
4720000;2147483647;470857104
4730000;2147483647;472933576
4740000;2147483647;465368520
4750000;2147483647;463942024
4760000;2147483647;463342408
4770000;2147483647;470352528
4780000;2147483647;466959216
4790000;2147483647;472874096
4800000;2147483647;468733728
4810000;2147483647;471821536
4820000;2147483647;471652064
4830000;2147483647;476421792
4840000;2147483647;473668704
4850000;2147483647;473963040
4860000;2147483647;475591344
4870000;2147483647;476797776
4880000;2147483647;479098528
4890000;2147483647;472853472
4900000;2147483647;477073920
4910000;2147483647;476424848
4920000;2147483647;478038592
4930000;2147483647;473826592
4940000;2147483647;485331104
4950000;2147483647;479503600
4960000;2147483647;485972584
4970000;2147483647;485087032
4980000;2147483647;423923600
4990000;2147483647;492166176
5000000;2147483647;420065808
5010000;2147483647;426596576
5020000;2147483647;492532872
5030000;2147483647;487053152
5040000;2147483647;489966592
5050000;2147483647;422087840
5060000;2147483647;485114200
5070000;2147483647;490119080
5080000;2147483647;430694936
5090000;2147483647;498705768
5100000;2147483647;436053984
5110000;2147483647;501746520
5120000;2147483647;486655024
5130000;2147483647;495913320
5140000;2147483647;486240440
5150000;2147483647;489143112
5160000;2147483647;509018576
5170000;2147483647;497595816
5180000;2147483647;499062600
5190000;2147483647;496983344
5200000;2147483647;438582936
5210000;2147483647;440649912
5220000;2147483647;496687944
5230000;2147483647;438483720
5240000;2147483647;501762224
5250000;2147483647;497820144
5260000;2147483647;501104632
5270000;2147483647;500087808
5280000;2147483647;506230496
5290000;2147483647;444910536
5300000;2147483647;505880224
5310000;2147483647;514576456
5320000;2147483647;498196816
5330000;2147483647;500609672
5340000;2147483647;506993880
5350000;2147483647;505981728
5360000;2147483647;511031176
5370000;2147483647;504022352
5380000;2147483647;509073152
5390000;2147483647;506674312
5400000;2147483647;508540888
5410000;2147483647;523005320
5420000;2147483647;510124480
5430000;2147483647;510787704
5440000;2147483647;525052576
5450000;2147483647;452605568
5460000;2147483647;515681200
5470000;2147483647;510599168
5480000;2147483647;524012912
5490000;2147483647;513944544
5500000;2147483647;529340760
5510000;2147483647;513716080
5520000;2147483647;530274104
5530000;2147483647;456099104
5540000;2147483647;516719152
5550000;2147483647;521924312
5560000;2147483647;527810496
5570000;2147483647;464254632
5580000;2147483647;518154096
5590000;2147483647;524523056
5600000;2147483647;524819104
5610000;2147483647;520519152
5620000;2147483647;514666224
5630000;2147483647;520701568
5640000;2147483647;527005304
5650000;2147483647;518958776
5660000;2147483647;526085128
5670000;2147483647;521756808
5680000;2147483647;531198624
5690000;2147483647;528236064
5700000;2147483647;533875496
5710000;2147483647;530346752
5720000;2147483647;468440960
5730000;2147483647;526916712
5740000;2147483647;525070888
5750000;2147483647;539374448
5760000;2147483647;526879232
5770000;2147483647;538783160
5780000;2147483647;530226960
5790000;2147483647;529669088
5800000;2147483647;536319248
5810000;2147483647;538225568
5820000;2147483647;545028224
5830000;2147483647;534279600
5840000;2147483647;538621640
5850000;2147483647;548637040
5860000;2147483647;532568912
5870000;2147483647;532578808
5880000;2147483647;534578896
5890000;2147483647;491467128
5900000;2147483647;538749128
5910000;2147483647;541067272
5920000;2147483647;553303192
5930000;2147483647;544877040
5940000;2147483647;538984384
5950000;2147483647;536527416
5960000;2147483647;543975736
5970000;2147483647;550363336
5980000;2147483647;538976296
5990000;2147483647;549884840
6000000;2147483647;488713776
6010000;2147483647;555197744
6020000;2147483647;488087904
6030000;2147483647;543437776
6040000;2147483647;541587152
6050000;2147483647;488080024
6060000;2147483647;550089432
6070000;2147483647;542367304
6080000;2147483647;494069328
6090000;2147483647;553094656
6100000;2147483647;557888784
6110000;2147483647;545318088
6120000;2147483647;548226776
6130000;2147483647;495571120
6140000;2147483647;556906416
6150000;2147483647;565056440
6160000;2147483647;483555688
6170000;2147483647;555556008
6180000;2147483647;561231112
6190000;2147483647;498482392
6200000;2147483647;558175576
6210000;2147483647;568871096
6220000;2147483647;560364528
6230000;2147483647;498760896
6240000;2147483647;559473808
6250000;2147483647;562873552
6260000;2147483647;502938472
6270000;2147483647;564445992
6280000;2147483647;580255080
6290000;2147483647;583608512
6300000;2147483647;503169544
6310000;2147483647;562431632
6320000;2147483647;566762712
6330000;2147483647;570014264
6340000;2147483647;575566288
6350000;2147483647;587617064
6360000;2147483647;556106464
6370000;2147483647;575215264
6380000;2147483647;568366112
6390000;2147483647;569021984
6400000;2147483647;573960304
6410000;2147483647;579455616
6420000;2147483647;570577600
6430000;2147483647;578477512
6440000;2147483647;587890440
6450000;2147483647;509606344
6460000;2147483647;566983840
6470000;2147483647;567874592
6480000;2147483647;591016144
6490000;2147483647;519341384
6500000;2147483647;568618680
6510000;2147483647;572569296
6520000;2147483647;586416904
6530000;2147483647;588580648
6540000;2147483647;516210136
6550000;2147483647;574855440
6560000;2147483647;515886600
6570000;2147483647;521145656
6580000;2147483647;592529872
6590000;2147483647;585126096
6600000;2147483647;588562776
6610000;2147483647;517930576
6620000;2147483647;579972624
6630000;2147483647;600220960
6640000;2147483647;583845968
6650000;2147483647;593865032
6660000;2147483647;591728688
6670000;2147483647;594533408
6680000;2147483647;531339928
6690000;2147483647;584268480
6700000;2147483647;590549344
6710000;2147483647;593861672
6720000;2147483647;589303312
6730000;2147483647;589212904
6740000;2147483647;597582256
6750000;2147483647;533473392
6760000;2147483647;585452728
6770000;2147483647;539496360
6780000;2147483647;603563912
6790000;2147483647;606274976
6800000;2147483647;585232208
6810000;2147483647;542240840
6820000;2147483647;589566704
6830000;2147483647;604601056
6840000;2147483647;592427600
6850000;2147483647;613026120
6860000;2147483647;602142272
6870000;2147483647;608779328
6880000;2147483647;597297800
6890000;2147483647;606997800
6900000;2147483647;610172728
6910000;2147483647;595004192
6920000;2147483647;601563040
6930000;2147483647;611054168
6940000;2147483647;603106496
6950000;2147483647;598452264
6960000;2147483647;620258408
6970000;2147483647;612150528
6980000;2147483647;614325520
6990000;2147483647;548660376
7000000;2147483647;599067088
7010000;2147483647;546124448
7020000;2147483647;607075904
7030000;2147483647;616108464
7040000;2147483647;608626568
7050000;2147483647;539137216
7060000;2147483647;608940064
7070000;2147483647;549744336
7080000;2147483647;613220160
7090000;2147483647;621720880
7100000;2147483647;628689344
7110000;2147483647;603745224
7120000;2147483647;557288128
7130000;2147483647;613270656
7140000;2147483647;623459712
7150000;2147483647;551017280
7160000;2147483647;618735312
7170000;2147483647;624337464
7180000;2147483647;637730616
7190000;2147483647;628545080
7200000;2147483647;618620624
7210000;2147483647;625797752
7220000;2147483647;619288176
7230000;2147483647;626826912
7240000;2147483647;561675656
7250000;2147483647;614409624
7260000;2147483647;624636584
7270000;2147483647;638642160
7280000;2147483647;620370136
7290000;2147483647;633504176
7300000;2147483647;638534864
7310000;2147483647;571398088
7320000;2147483647;621796840
7330000;2147483647;639422600
7340000;2147483647;619933944
7350000;2147483647;634864200
7360000;2147483647;632192672
7370000;2147483647;579985064
7380000;2147483647;625141808
7390000;2147483647;636866216
7400000;2147483647;647094216
7410000;2147483647;629714264
7420000;2147483647;623875336
7430000;2147483647;627992248
7440000;2147483647;645026936
7450000;2147483647;571544608
7460000;2147483647;644147528
7470000;2147483647;642589528
7480000;2147483647;646563632
7490000;2147483647;648055024
7500000;2147483647;633714224
7510000;2147483647;656565920
7520000;2147483647;647606776
7530000;2147483647;651598552
7540000;2147483647;652298160
7550000;2147483647;650696184
7560000;2147483647;637439352
7570000;2147483647;632063176
7580000;2147483647;647477256
7590000;2147483647;647806552
7600000;2147483647;640445848
7610000;2147483647;639582768
7620000;2147483647;657946632
7630000;2147483647;644769768
7640000;2147483647;650691688
7650000;2147483647;647706272
7660000;2147483647;650856984
7670000;2147483647;658109528
7680000;2147483647;659383432
7690000;2147483647;661755320
7700000;2147483647;668050280
7710000;2147483647;662245384
7720000;2147483647;657211336
7730000;2147483647;662475128
7740000;2147483647;652350152
7750000;2147483647;658240096
7760000;2147483647;643378680
7770000;2147483647;654318920
7780000;2147483647;667199048
7790000;2147483647;664519864
7800000;2147483647;662254424
7810000;2147483647;650025720
7820000;2147483647;649458336
7830000;2147483647;657389840
7840000;2147483647;667483160
7850000;2147483647;665339296
7860000;2147483647;671625512
7870000;2147483647;650037920
7880000;2147483647;655687528
7890000;2147483647;666334800
7900000;2147483647;660514552
7910000;2147483647;672615288
7920000;2147483647;672854320
7930000;2147483647;679118760
7940000;2147483647;659799456
7950000;2147483647;673333816
7960000;2147483647;666650904
7970000;2147483647;674971960
7980000;2147483647;670601568
7990000;2147483647;678934088
8000000;2147483647;666303048
8010000;2147483647;675149472
8020000;2147483647;671330424
8030000;2147483647;685670584
8040000;2147483647;675892552
8050000;2147483647;662077640
8060000;2147483647;677880144
8070000;2147483647;677221912
8080000;2147483647;665241816
8090000;2147483647;673408648
8100000;2147483647;668533760
8110000;2147483647;684596056
8120000;2147483647;671942496
8130000;2147483647;687758416
8140000;2147483647;687097608
8150000;2147483647;678580040
8160000;2147483647;675957368
8170000;2147483647;686736408
8180000;2147483647;670807976
8190000;2147483647;665981120
8200000;2147483647;704359536
8210000;2147483647;683852432
8220000;2147483647;675472008
8230000;2147483647;690132536
8240000;2147483647;672777936
8250000;2147483647;700137328
8260000;2147483647;693145616
8270000;2147483647;679283856
8280000;2147483647;702743344
8290000;2147483647;628124552
8300000;2147483647;679215712
8310000;2147483647;694259008
8320000;2147483647;699774592
8330000;2147483647;675164368
8340000;2147483647;676756064
8350000;2147483647;679096728
8360000;2147483647;693212944
8370000;2147483647;633622176
8380000;2147483647;699803968
8390000;2147483647;776377832
8400000;2147483647;789396336
8410000;2147483647;768499024
8420000;2147483647;793917104
8430000;2147483647;769493232
8440000;2147483647;784807424
8450000;2147483647;781482832
8460000;2147483647;793438752
8470000;2147483647;762043064
8480000;2147483647;794715384
8490000;2147483647;769700848
8500000;2147483647;785994048
8510000;2147483647;782693184
8520000;2147483647;780943152
8530000;2147483647;796868608
8540000;2147483647;773274792
8550000;2147483647;780641504
8560000;2147483647;794753224
8570000;2147483647;784829528
8580000;2147483647;796460976
8590000;2147483647;780978216
8600000;2147483647;798143504
8610000;2147483647;782285192
8620000;2147483647;797832824
8630000;2147483647;778252104
8640000;2147483647;801167880
8650000;2147483647;697415720
8660000;2147483647;826094920
8670000;2147483647;819049000
8680000;2147483647;822825544
8690000;2147483647;840185352
8700000;2147483647;819373240
8710000;2147483647;839742768
8720000;2147483647;823845720
8730000;2147483647;744265728
8740000;2147483647;836280976
8750000;2147483647;825695888
8760000;2147483647;839331000
8770000;2147483647;820918528
8780000;2147483647;827841656
8790000;2147483647;848667168
8800000;2147483647;829863136
8810000;2147483647;834851848
8820000;2147483647;838220304
8830000;2147483647;838319944
8840000;2147483647;847939584
8850000;2147483647;832932632
8860000;2147483647;851086864
8870000;2147483647;827800816
8880000;2147483647;843258672
8890000;2147483647;856313752
8900000;2147483647;826554968
8910000;2147483647;859857112
8920000;2147483647;725378008
8930000;2147483647;840471440
8940000;2147483647;845858184
8950000;2147483647;863605704
8960000;2147483647;850480912
8970000;2147483647;838721936
8980000;2147483647;861986016
8990000;2147483647;857590032
9000000;2147483647;859586904
9010000;2147483647;855194944
9020000;2147483647;843567696
9030000;2147483647;850725216
9040000;2147483647;850408176
9050000;2147483647;841441176
9060000;2147483647;838127512
9070000;2147483647;861776920
9080000;2147483647;862762528
9090000;2147483647;865874016
9100000;2147483647;854367104
9110000;2147483647;854123760
9120000;2147483647;862592648
9130000;2147483647;851289184
9140000;2147483647;864509848
9150000;2147483647;853713768
9160000;2147483647;848585256
9170000;2147483647;853469416
9180000;2147483647;866386696
9190000;2147483647;847037144
9200000;2147483647;871219992
9210000;2147483647;846385608
9220000;2147483647;746324056
9230000;2147483647;858529928
9240000;2147483647;875614008
9250000;2147483647;867970296
9260000;2147483647;874269232
9270000;2147483647;767447584
9280000;2147483647;870226232
9290000;2147483647;871435616
9300000;2147483647;854359576
9310000;2147483647;878126800
9320000;2147483647;875600856
9330000;2147483647;861920000
9340000;2147483647;887448576
9350000;2147483647;859155472
9360000;2147483647;882060640
9370000;2147483647;861939432
9380000;2147483647;877669784
9390000;2147483647;878171904
9400000;2147483647;871116400
9410000;2147483647;887978920
9420000;2147483647;867381152
9430000;2147483647;886413144
9440000;2147483647;883839888
9450000;2147483647;880901944
9460000;2147483647;871213976
9470000;2147483647;887781168
9480000;2147483647;867303520
9490000;2147483647;887170752
9500000;2147483647;891609616
9510000;2147483647;886140184
9520000;2147483647;865621224
9530000;2147483647;892295112
9540000;2147483647;882208800
9550000;2147483647;872774616
9560000;2147483647;788154656
9570000;2147483647;772684432
9580000;2147483647;875721624
9590000;2147483647;880139552
9600000;2147483647;890244368
9610000;2147483647;890388264
9620000;2147483647;873364112
9630000;2147483647;882462936
9640000;2147483647;893323280
9650000;2147483647;897149736
9660000;2147483647;875311928
9670000;2147483647;902450944
9680000;2147483647;873108296
9690000;2147483647;902536384
9700000;2147483647;903834864
9710000;2147483647;903227936
9720000;2147483647;875190256
9730000;2147483647;900143072
9740000;2147483647;886733232
9750000;2147483647;908679960
9760000;2147483647;907698816
9770000;2147483647;897480688
9780000;2147483647;890318936
9790000;2147483647;904869568
9800000;2147483647;902049536
9810000;2147483647;901450856
9820000;2147483647;906313096
9830000;2147483647;909054368
9840000;2147483647;902649360
9850000;2147483647;888764256
9860000;2147483647;896623128
9870000;2147483647;904244216
9880000;2147483647;917965800
9890000;2147483647;907852304
9900000;2147483647;919774912
9910000;2147483647;902711824
9920000;2147483647;899399272
9930000;2147483647;899710472
9940000;2147483647;923159224
9950000;2147483647;909905936
9960000;2147483647;905674496
9970000;2147483647;901097656
9980000;2147483647;921604368
9990000;2147483647;896181960
10000000;2147483647;904355208
