x;time;ram
5650;20697770900;805067896
5700;20753037300;462416144
5750;21007516200;1213219920
5800;21258128700;1303715376
5850;21364148800;1305925224
5900;21677135100;486363952
5950;21679345700;1740002200
6000;21928776700;973834912
6050;22025457799;1709045240
6100;22262142900;1749585776
6150;22540613001;419653504
6200;22637031600;1824830960
6250;22830380901;537331592
6300;22941039300;1177862504
6350;23172703700;348860744
6400;23498039200;1067022608
6450;23468459500;1416385840
6500;23674592400;624747992
6550;23850586500;1816968760
6600;24040313300;2040956576
6650;24240011100;1365507584
6700;24403062800;954992368
6750;24687377500;1595039672
6800;24803823100;1699502800
6850;25189897900;1090074744
6900;25259192300;1830141720
6950;25934951400;860637944
7000;31829235800;952920608
7050;30736197100;1687931792
7100;30800927000;1022802192
7150;29386768800;262646760
7200;27623895500;996015792
7250;28367721200;1340873736
7300;28859325400;1040141728
7350;29386221000;1243422888
7400;30645242700;578088512
7450;29190572600;1133465840
7500;30303887300;1611891192
7550;30037875500;553336552
7600;29602707000;1624781232
7650;31065757800;814208880
7700;30000760000;1504119432
7750;31901228700;1095823256
7800;30741191500;1470412960
7850;31446512300;1174052560
7900;29732786900;1835513000
7950;30196264900;686489864
8000;30572346600;289314392
8050;30440236300;546558544
8100;30566731100;740412408
8150;30643054400;1234189312
8200;34741052600;549378496
8250;33700788500;1944373488
8300;33351644100;974246688
8350;33372482400;1045748432
8400;34349784200;527469328
8450;35984972900;841762320
8500;36720956300;1825311600
8550;35153739300;1741980648
8600;34449731400;662737512
8650;33943723300;357315016
8700;35096521700;1734630944
8750;35731214300;356453072
8800;35888193600;904305656
8850;35986444700;617785928
8900;37140625200;496324504
8950;35153908400;1772062432
9000;39083438800;1647505512
9050;37091671600;1478082384
9100;41112111100;1846883160
9150;40155521300;1657052744
9200;40397025399;1542366216
9250;40156676399;1925691312
9300;38655400500;634204256
9350;38485421300;1728991120
9400;38284732800;1430306016
9450;38745887901;2017477376
9500;38906613799;1851637664
9550;39283277200;1287885744
9600;39725110900;1168893528
9650;39538245900;1475820720
9700;40813645600;1446451304
9750;39311206000;1204300584
9800;40474493200;629785512
9850;39850512000;718934016
9900;40564375200;1027732552
9950;40488812500;871257432
10000;40367344800;1305193808
10050;41164172700;1948842304
10100;40978476300;1708107928
10150;38907098900;1686695992
10200;40384294500;1331915248
